C.D.S.  -  SIMBAD4 rel 1.7  -  2021.01.21CET20:36:27

sptypes = 'G'
-------------

Number of objects : 3851

 #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |Mag U |Mag B |Mag V |Mag R |Mag I |  spec. type   |#bib|#not
----|-----------------------------------|---|---------------------------------------|------|------|------|------|------|---------------|----|----
2351|HD 321462                          |*  |18 12 46.6886007500 -34 26 54.668391775|     ~|11.34 |10.97 |     ~|     ~|G              |   1|   0
2352|HD 321526                          |*  |18 15 52.39 -33 47 22.2                |     ~|10.9  |     ~|     ~|     ~|G              |   1|   0
2353|HD 321632                          |*  |18 21 07.0236083850 -34 33 31.275846459|     ~|11.62 |11.00 |     ~|     ~|G              |   1|   0
2354|HD 321641                          |*  |18 21 37.6075248924 -34 47 40.651357715|     ~|11.78 |11.24 |     ~|     ~|G              |   1|   0
2355|HD 321644                          |*  |18 19 46.5307976391 -34 52 50.227618131|     ~|11.29 |10.87 |     ~|     ~|G              |   1|   0
2356|HD 321589                          |Em*|18 17 18.8817107287 -36 07 55.509824894|     ~|11.37 |11.23 |     ~|     ~|G              |   5|   0
2357|HD 321761                          |*  |18 28 11.5885372012 -34 32 10.594713407|     ~|11.00 |10.37 |     ~|     ~|G              |   1|   0
2358|CD-33 13997                        |*  |19 11 41.7468803900 -33 42 31.376559092|     ~|11.19 |10.67 |     ~|     ~|Gwl            |   2|   0
2359|CD-31 16811                        |*  |19 33 18.1412436576 -31 37 56.805870069|     ~|11.22 |10.02 |     ~|     ~|Gwl            |   4|   0
2360|HD 140144                          |*  |15 43 03.8903339102 -27 58 35.329597965|     ~| 9.21 | 8.57 |     ~|     ~|GIII+A8/F0     |   7|   0
2361|HD 147138                          |*  |16 21 09.3081447814 -29 58 03.495840547|     ~|10.59 | 9.91 |     ~|     ~|G+F            |   2|   0
2362|HD 317546                          |*  |17 25 21.6915616467 -32 32 32.708487869|     ~|11.40 |10.90 |     ~|     ~|G              |   3|   0
2363|HD 317661                          |PM*|17 31 34.8203948941 -30 48 50.129010496|     ~|11.65 |10.73 |10.18 |     ~|G              |   7|   0
2364|HD 317664                          |*  |17 31 21.6003508177 -31 00 15.657157547|     ~|11.589|11.26 |11.03 |     ~|G              |   5|   0
2365|HD 317666                          |*  |17 30 42.9221116757 -30 57 04.417473835|     ~|11.61 |11.04 |     ~|     ~|G              |   1|   0
2366|HD 318085                          |*  |17 42 15.3108115497 -32 06 23.370691353|     ~|11.37 |11.08 |     ~|     ~|G              |   2|   0
2367|HD 318510                          |*  |17 51 47.5525591449 -31 35 09.123517406|     ~|11.73 |10.80 |     ~|     ~|G              |   1|   0
2368|HD 318831                          |*  |18 02 32.0480308395 -32 04 23.296539913|     ~|11.28 |10.45 |     ~|     ~|G              |   1|   0
2369|HD 319062                          |*  |18 09 23.4657275741 -33 18 22.692060046|     ~|11.34 |10.21 |     ~|     ~|G              |   1|   0
2370|HD 319290                          |*  |18 21 18.6466506359 -32 22 17.541399226|     ~|11.55 |10.88 |     ~|     ~|G              |   1|   0
2371|HD 319372                          |*  |18 22 16.8370254533 -32 47 13.425074146|     ~|11.38 |10.48 |     ~|     ~|G              |   1|   0
2372|CD-30 16751                        |*  |19 12 00.4874094478 -30 16 13.153560948|     ~|11.510|10.496|     ~|     ~|Gwl            |   8|   1
2373|CD-30 16845                        |*  |19 17 24.1555060771 -30 12 00.889994725|     ~|11.529|10.676|     ~|     ~|Gwl            |   2|   0
2374|BD-22 3931                         |*  |15 18 47.9211747642 -22 44 58.527870240|     ~|11.19 |10.63 |     ~|     ~|G              |   5|   0
2375|HD 140103                          |PM*|15 42 51.6915705007 -26 13 10.382420722|     ~|10.84 |10.03 |     ~|     ~|G+A/F          |   5|   0
2376|HD 315982                          |*  |17 33 36.5814181389 -28 55 12.016645803|     ~|11.2  |10.20 |     ~|     ~|G              |   7|   0
2377|HD 315985                          |*  |17 34 14.1073415584 -29 20 30.329993631|     ~|12.09 |11.35 |     ~|     ~|G              |   1|   0
2378|MOA 2003-BLG-53                    |*  |18 05 16.35 -28 53 42.0                |     ~|     ~|     ~|     ~|     ~|GIV            |  51|   1
2379|CD-29 15254                        |*  |18 42 43.2529427688 -29 33 23.852037809|     ~|11.10 | 9.86 |     ~|     ~|Gwl            |   8|   0
2380|HD 187781                          |*  |19 52 48.0668554336 -26 53 20.316543818|     ~|11.02 | 9.58 |     ~|     ~|G              |   2|   0
2381|BD-22 5560                         |*  |20 54 24.0158454421 -22 05 48.483450142|     ~|10.870|10.402|     ~|     ~|G              |   1|   0
2382|BD-21 4078                         |*  |15 19 08.5769449030 -21 34 17.446474273|     ~|12.504|11.176|10.39 | 9.703|Gp             |   7|   0
2383|V* V1039 Sco                       |LP*|15 47 37.6783898261 -22 05 20.660892355|     ~|12.60 |11.24 |     ~|     ~|Gp             |   7|   0
2384|HBC 269                            |Em*|16 34 26.6901087938 -24 13 43.640553508|14.49 |13.523|12.037|     ~|     ~|G              |   8|   0
2385|HD 315427                          |*  |18 15 46.0477350118 -26 41 32.382319273|     ~|11.76 |11.45 |     ~|     ~|G              |   1|   0
2386|CD-26 13392                        |*  |18 41 59.3070937297 -26 23 52.455638566|     ~|11.96 |10.95 |     ~|     ~|Gwl            |   2|   0
2387|CD-26 13465                        |*  |18 47 05.4864730864 -26 15 02.737965218|     ~|11.13 |10.10 |     ~|     ~|Gwl            |   9|   0
2388|CCDM J18497-2538AB                 |** |18 49 41.640 -25 38 06.62              |     ~| 9.3  | 9.5  |     ~|     ~|G              |   1|   0
2389|CD-25 13871                        |*  |19 15 53.6032697702 -25 30 48.679974853|     ~|12.23 |11.31 |     ~|     ~|Gwl            |   8|   0
2390|BD-22 5416                         |*  |20 23 47.2464782306 -22 21 43.831629211|     ~|10.75 |10.15 |     ~|     ~|G              |   0|   0
2391|BD-22 5459                         |*  |20 32 24.6219 -21 46 30.400            |     ~|10.732|10.217|     ~|     ~|G              |   1|   0
2392|HD 358573                          |PM*|20 51 56.0824070851 -19 27 17.209168863|     ~|11.59 |10.85 |     ~|     ~|G              |   1|   0
2393|BD-17 4237                         |*  |15 01 55.2257987593 -18 03 05.246185474|     ~|11.023| 9.988|     ~|     ~|G              |   1|   0
2394|HD 147063                          |*  |16 20 29.0899287699 -21 26 55.870668209|     ~|10.39 | 9.76 |     ~|     ~|G              |   3|   0
2395|HD 313608                          |*  |18 02 22.1301231845 -23 16 22.260850048|     ~|11.57 |11.14 |     ~|     ~|G              |   1|   0
2396|HD 315476                          |*  |18 18 51.2610208752 -24 56 19.624754121|     ~|11.65 |11.43 |     ~|     ~|G              |   1|   0
2397|HD 314409                          |*  |18 20 56.9281048774 -23 33 36.341090088|     ~|12.18 |11.49 |     ~|     ~|G              |   1|   0
2398|HD 314410                          |*  |18 20 40.6528232444 -23 36 49.831470329|     ~|11.88 |11.07 |     ~|     ~|G              |   1|   0
2399|HD 315668                          |*  |18 28 48.6187374656 -24 24 50.374710230|     ~|11.47 |10.63 |     ~|     ~|G              |   1|   0
2400|BD-22 4847                         |*  |18 45 34.0087670821 -22 46 05.507932914|     ~|10.78 |10.07 |     ~|     ~|G              |   0|   0
2401|EC 15255-1716                      |*  |15 28 20.4045609311 -17 26 32.898479147|     ~|16.23 |15.66 |     ~|     ~|G              |   1|   0
2402|EC 15278-1732                      |*  |15 30 43.8975044052 -17 42 51.702047206|     ~|15.7  |14.98 |     ~|     ~|G              |   1|   0
2403|EC 15284-1737                      |*  |15 31 16.1688647194 -17 47 34.665705519|     ~|14.56 |13.98 |     ~|     ~|G              |   1|   0
2404|EC 15292-1716                      |*  |15 32 04.6426173743 -17 26 07.879506816|     ~|15.77 |15.15 |     ~|     ~|G              |   1|   0
2405|NTTS 160623-1851N                  |*  |16 09 16.6261722113 -18 58 34.285139396|     ~|13.14 |11.68 |11.39 |     ~|G              |   1|   0
2406|HD 157861                          |*  |17 26 43.7205631646 -21 24 49.594374364|     ~|10.04 | 8.72 |     ~|     ~|G              |   3|   0
2407|HD 312436                          |*  |17 57 19.8336085336 -19 59 17.626340184|     ~|11.55 |11.20 |     ~|     ~|G              |   2|   0
2408|HD 313486                          |*  |17 58 01.2575505982 -22 10 22.093377969|11.79 |11.26 | 9.76 | 9.75 |     ~|G              |  13|   0
2409|HD 313553                          |*  |18 02 36.4078508716 -21 44 37.918981694|     ~|11.75 |11.24 |     ~|     ~|G              |   1|   0
2410|HD 313214                          |*  |18 19 32.1431527912 -19 57 08.456099503|     ~|11.68 |11.11 |     ~|     ~|G              |   1|   0
2411|HD 314481                          |*  |18 24 42.0553007922 -21 53 50.564120748|     ~|11.53 |11.00 |     ~|     ~|G              |   1|   0
2412|HD 177840                          |*  |19 07 04.3280341323 -19 43 32.103425837|     ~|11.07 |10.70 |     ~|     ~|G              |   3|   0
2413|HD 358503                          |*  |20 53 21.7676445970 -15 43 57.612176727|     ~|11.99 |11.11 |     ~|     ~|G              |   1|   0
2414|BD-16 4334                         |*  |16 42 50.9759420837 -16 32 54.494345130|     ~|11.00 |10.10 |     ~|     ~|G              |   1|   0
2415|FAUST 4049                         |*  |17 15 31.00 -17 50 54.0                |     ~|12.7  |     ~|     ~|     ~|G              |   2|   0
2416|HD 357970                          |*  |20 53 58.787 -14 10 49.75              |     ~|12.07 |11.47 |     ~|     ~|G              |   1|   0
2417|EC 15012-0943                      |*  |15 03 59.9783492828 -09 54 58.059918777|     ~|16.12 |15.42 |     ~|     ~|G              |   1|   0
2418|NGC 6611 534                       |*  |18 19 17.6620975667 -13 51 28.845934980|     ~|14.45 |13.11 |     ~|     ~|G              |   9|   0
2419|[RMB2008] G016.9693+00.8311        |Em*|18 18 41.5799644201 -13 46 30.924832113|16.711|15.701|14.267|     ~|12.510|G              |  16|   0
2420|HD 159288                          |*  |17 34 23.4223927528 -11 10 16.129351739|     ~|11.15 |10.51 |     ~|     ~|G              |   2|   0
2421|HD 175315                          |*  |18 55 06.8582387209 -08 52 56.624792761|     ~|10.73 |10.06 |     ~|     ~|GV             |   3|   0
2422|HD 150298                          |*  |16 40 27.0598162612 -07 15 58.483857699|     ~|11.45 |10.63 |     ~|     ~|G              |   2|   0
2423|V* CK Sct                          |cC*|18 41 00.6632019519 -06 05 50.009798102|     ~|12.59 |10.72 |     ~|     ~|G              |  66|   0
2424|BD-05 4973                         |*  |19 26 23.0363115876 -05 30 37.207111595|     ~|11.25 | 9.91 |     ~|     ~|G              |   0|   0
2425|TYC 5006-31-1                      |PM*|15 15 11.5144972189 -02 27 03.186217916|     ~|11.826|11.134|     ~|     ~|G              |   1|   0
2426|[FS2003] 0857                      |*  |16 56 09.86 -03 40 26.3                |     ~|     ~|     ~|     ~|     ~|G              |   2|   0
2427|BD-00 3099a                        |*  |16 20 58.2308239003 -00 31 03.365589317|     ~|11.6  |11.2  |     ~|     ~|G              |   0|   0
2428|BD-02 4386                         |*  |17 32 05.1103871154 -02 18 01.846094616|     ~|12.83 |11.64 |     ~|     ~|G              |   0|   0
2429|TYC 5081-746-1                     |*  |17 39 37.3658666714 -00 06 51.737448411|     ~|11.7  |10.6  |     ~|     ~|G              |   0|   0
2430|BD-01 3575                         |*  |18 50 42.9713183519 -01 43 50.387574063|     ~|11.76 |11.05 |     ~|     ~|G              |   0|   0
2431|BD-01 3598                         |*  |18 55 16.3439582526 -01 13 14.771470597|     ~|11.41 | 9.76 |     ~|     ~|G              |   0|   0
2432|AG-01 2291                         |*  |18 58 59.0501531659 -01 38 43.276923646|     ~|11.2  |10.3  |     ~|     ~|G              |   1|   0
2433|TYC 5115-372-1                     |*  |18 58 58.6054082335 -01 38 36.081277932|     ~|11.53 |10.74 |     ~|     ~|G              |   2|   0
2434|BD-00 3925                         |*  |20 08 43.3241758804 -00 00 48.953110339|     ~|11.6  |10.3  |     ~|     ~|G              |   0|   0
2435|BD-01 3910                         |*  |20 10 56.0805278205 -01 13 13.325145220|     ~|11.80 |10.56 |     ~|     ~|G              |   0|   0
2436|BD-01 3994                         |*  |20 33 17.6746718635 -00 48 07.161426301|     ~|10.78 |10.08 |     ~|     ~|G              |   1|   0
2437|BD-01 4068                         |*  |20 53 04.2132556120 -01 15 44.069552567|     ~|11.60 |11.04 |     ~|     ~|G              |   0|   0
2438|BD-01 4090                         |V* |20 59 47.983 -00 30 39.81              |     ~|11.5  |10.5  |     ~|     ~|G              |   1|   0
2439|BD+00 3456                         |*  |16 06 18.9418200382 +00 10 33.399947797|     ~|11.28 |10.55 |     ~|     ~|G              |   0|   0
2440|BD+01 3209                         |*  |16 20 58.0129671234 +00 44 48.252860242|     ~|12.1  |10.892|     ~|     ~|G              |   1|   0
2441|TYC 386-157-1                      |*  |16 31 26.6918241332 +01 58 32.000778965|     ~|12.17 |11.35 |     ~|     ~|G              |   0|   0
2442|BD+01 3248                         |*  |16 33 16.4450564668 +01 29 07.072320903|     ~|11.81 |11.19 |     ~|     ~|G              |   0|   0
2443|BD+02 3304                         |WV*|17 22 38.0045831192 +02 30 01.477455561|     ~|11.82 |11.30 |11.02 |     ~|G              |   2|   0
2444|BD+02 3333                         |*  |17 30 26.5034821896 +02 26 23.610318140|     ~|11.88 |10.99 |     ~|     ~|G              |   0|   0
2445|BD+01 3622                         |*  |18 12 54.7210417636 +01 08 55.706074807|     ~|11.91 |11.24 |     ~|     ~|G              |   0|   0
2446|BD+00 3893                         |*  |18 14 32.764 +00 59 28.01              |     ~|12.09 |11.34 |     ~|     ~|G              |   0|   0
2447|BD+01 3735                         |*  |18 38 50.3151336890 +01 30 51.005697237|     ~|11.62 |11.26 |     ~|     ~|G              |   0|   0
2448|BD+00 3997                         |*  |18 42 23.3683378882 +00 53 23.771653002|     ~|12.05 |11.46 |     ~|     ~|G              |   0|   0
2449|BD+02 3706                         |*  |18 52 45.2761003636 +02 35 48.861235926|     ~|12.19 |11.63 |     ~|     ~|G              |   0|   0
2450|BD+00 4054                         |*  |18 55 46.6843629671 +00 20 41.928106038|     ~|10.18 | 9.18 |     ~|     ~|G              |   3|   0
2451|BD-00 3686                         |*  |19 16 24.6236629536 +00 07 00.977793277|     ~|11.24 |10.92 |     ~|     ~|G              |   4|   0
2452|BD+00 4279                         |*  |19 42 14.9527097115 +00 29 34.061165011|     ~|11.65 |10.25 |     ~|     ~|G              |   0|   0
2453|HD 357742                          |*  |20 00 10.5141414018 +01 59 53.729833760|     ~|11.08 |10.40 |     ~|     ~|G              |   1|   0
2454|HD 357907                          |*  |20 04 53.9219214861 +00 02 37.271927215|     ~|11.64 |11.24 |     ~|     ~|G              |   1|   0
2455|BD+03 3188                         |*  |16 24 29.2038781009 +02 46 31.793074982|     ~|12.0  |11.1  |     ~|     ~|G              |   0|   0
2456|TYC 391-589-1                      |*  |16 41 10.2583787733 +05 09 41.365186576|     ~|11.45 |11.22 |     ~|     ~|G              |   0|   0
2457|TYC 387-2136-1                     |*  |16 38 16.7162213119 +03 07 28.702417785|     ~|12.66 |11.47 |     ~|     ~|G              |   0|   0
2458|HD 151881                          |*  |16 50 03.3211324489 +04 43 20.288034164|     ~|10.06 | 8.87 |     ~|     ~|G              |   3|   0
2459|TYC 388-1211-1                     |*  |16 45 48.2772724484 +02 45 14.371917259|     ~|11.94 |11.53 |     ~|     ~|G              |   0|   0
