C.D.S.  -  SIMBAD4 rel 1.7  -  2021.01.06CET23:22:53

sptypes = 'B'
-------------

Number of objects : 8496

 #  |            identifier             |typ|       coord1 (ICRS,J2000/2000)        |Mag U |Mag B |Mag V |Mag R |Mag I |     spec. type     |#bib|#not
----|-----------------------------------|---|---------------------------------------|------|------|------|------|------|--------------------|----|----
7400|SDSS J183339.00+421307.8           |HS*|18 33 39.0030531864 +42 13 07.837280382|     ~|     ~|     ~|     ~|     ~|sdBHe:              |   6|   0
7401|SDSS J214307.36+005123.6           |HS*|21 43 07.3653465470 +00 51 23.675157141|     ~|     ~|     ~|     ~|     ~|sdBHe               |   6|   0
7402|PHL 115                            |HS*|21 43 26.4789591825 -05 45 56.474088698|     ~|15.1  |15.3  |     ~|     ~|sdB                 |   4|   0
7403|SDSS J215835.42+053645.1           |HS*|21 58 35.4227396493 +05 36 45.188164639|     ~|     ~|     ~|     ~|     ~|sdBHe               |   4|   0
7404|2SLAQ J085333.69-001936.0          |HB*|08 53 33.6879495226 -00 19 35.947731665|     ~|     ~|     ~|     ~|     ~|B                   |   2|   0
7405|IPHAS J030120.82+602444.9          |Be*|03 01 20.8139912547 +60 24 44.862334312|     ~|     ~|     ~|     ~|     ~|B                   |   2|   0
7406|SDSS J190832.75+383223.0           |HS*|19 08 32.7539312122 +38 32 22.972272018|     ~|     ~|     ~|     ~|     ~|sdB                 |   3|   0
7407|[EBU2007] 2                        |*  |10 03 27.470 -26 10 06.41              |     ~|     ~|18.05 |     ~|17.88 |Be                  |   1|   0
7408|[EBU2007] 36                       |*  |10 03 29.560 -26 08 39.96              |     ~|     ~|19.71 |     ~|19.52 |B                   |   1|   0
7409|[EBU2007] 44                       |*  |10 02 58.6457058493 -26 09 57.972159176|     ~|     ~|19.95 |     ~|20.03 |BIb                 |   1|   0
7410|[EBU2007] 46                       |*  |10 02 55.6364357204 -26 08 58.325684891|     ~|     ~|19.98 |     ~|20.29 |B                   |   1|   0
7411|[EBU2007] 51                       |*  |10 02 54.4760815342 -26 09 03.698249446|     ~|     ~|20.05 |     ~|20.31 |B                   |   1|   0
7412|[EBU2007] 56                       |*  |10 02 46.1543715847 -26 09 55.570932468|     ~|     ~|20.14 |     ~|20.31 |B                   |   1|   0
7413|[EBU2007] 57                       |*  |10 02 47.120 -26 10 14.27              |     ~|     ~|20.15 |     ~|20.48 |B                   |   1|   0
7414|[EBU2007] 65                       |*  |10 03 13.390 -26 08 03.31              |     ~|     ~|20.26 |     ~|20.45 |B                   |   1|   0
7415|[EBU2007] 69                       |*  |10 03 07.760 -26 09 17.48              |     ~|     ~|20.36 |     ~|20.49 |B                   |   1|   0
7416|[EBU2007] 85                       |*  |10 03 05.670 -26 09 21.20              |     ~|     ~|20.98 |     ~|20.52 |B                   |   1|   0
7417|[EBU2007] 86                       |*  |10 02 46.720 -26 09 47.27              |     ~|     ~|21.15 |     ~|21.13 |BII                 |   1|   0
7418|[EBU2007] 87                       |*  |10 03 07.810 -26 10 17.77              |     ~|     ~|21.32 |     ~|21.21 |B                   |   1|   0
7419|[EBU2007] 88                       |*  |10 03 05.600 -26 09 17.03              |     ~|     ~|21.41 |     ~|21.41 |B                   |   1|   0
7420|GALEX J041521.6+252238             |HS*|04 15 21.6724518220 +25 22 39.263322697|     ~|     ~|     ~|     ~|     ~|sdB+?               |   5|   0
7421|2MASS J04154968+3035156            |HS*|04 15 49.6828080729 +30 35 15.305507436|     ~|     ~|     ~|     ~|     ~|sdB+?               |   4|   0
7422|2MASS J04195512+2801576            |HS*|04 19 55.1179015884 +28 01 57.843945822|     ~|     ~|     ~|     ~|     ~|sdB+?               |   3|   0
7423|2MASS J04210658+2546557            |HS*|04 21 06.5715516057 +25 46 55.580121288|     ~|     ~|     ~|     ~|     ~|sdB                 |   4|   0
7424|PG 1344+114                        |HS*|13 47 00.4775332713 +11 11 23.925248416|     ~|14.85 |15.00 |14.92 |     ~|sdB                 |   5|   0
7425|PG 1444+487                        |HS*|14 46 01.0318480608 +48 30 57.764544457|     ~|15.68 |15.64 |15.77 |     ~|sdB                 |   7|   0
7426|HD 50872                           |** |06 54 44.3 -06 42 30                   |     ~|     ~|     ~|     ~|     ~|B(nne)              |   2|   0
7427|2MASS J00412139+6504130            |Be*|00 41 21.3896092547 +65 04 13.088255854|     ~|     ~|     ~|     ~|     ~|B                   |   2|   0
7428|2MASS J01160440+6309266            |Be*|01 16 04.3959167496 +63 09 26.614300474|     ~|     ~|     ~|     ~|     ~|B                   |   2|   0
7429|2MASS J01232580+6426387            |Be*|01 23 25.7963289604 +64 26 38.765733801|     ~|     ~|     ~|     ~|     ~|B                   |   2|   0
7430|2MASS J01233945+6315442            |Be*|01 23 39.4629467659 +63 15 44.183487283|     ~|     ~|     ~|     ~|     ~|B                   |   2|   0
7431|2MASS J01300018+6310445            |Be*|01 30 00.2012813988 +63 10 44.518612823|     ~|     ~|     ~|     ~|     ~|B                   |   2|   0
7432|2MASS J01383425+6348412            |Be*|01 38 34.2667021218 +63 48 41.334623967|     ~|     ~|     ~|     ~|     ~|B                   |   2|   0
7433|2MASS J01451900+6335592            |Be*|01 45 19.0151316005 +63 35 59.211457117|     ~|     ~|     ~|     ~|     ~|B                   |   2|   0
7434|2MASS J01500115+6422197            |Be*|01 50 01.1648709819 +64 22 19.781534791|     ~|     ~|     ~|     ~|     ~|B                   |   2|   0
7435|2MASS J01522192+6357397            |Be*|01 52 21.9319508426 +63 57 39.710323852|     ~|     ~|     ~|     ~|     ~|B                   |   2|   0
7436|2MASS J01551044+6321083            |Be*|01 55 10.4390381839 +63 21 08.451592667|     ~|     ~|     ~|     ~|     ~|B                   |   2|   0
7437|2MASS J01560124+6339440            |Be*|01 56 01.2497453747 +63 39 44.096762046|     ~|     ~|     ~|     ~|     ~|B                   |   2|   0
7438|2MASS J01564471+6536406            |Be*|01 56 44.7046176613 +65 36 40.586513867|     ~|     ~|     ~|     ~|     ~|B                   |   2|   0
7439|2MASS J01574132+6053138            |Be*|01 57 41.3317360781 +60 53 13.771188316|     ~|     ~|     ~|     ~|     ~|B                   |   2|   0
7440|IPHAS J015945.33+630314.9          |Be*|01 59 45.337 +63 03 15.02              |     ~|     ~|     ~|     ~|     ~|B                   |   2|   0
7441|2MASS J02012177+6301171            |Be*|02 01 21.7768954546 +63 01 17.156584314|     ~|     ~|     ~|     ~|     ~|B                   |   2|   0
7442|2MASS J02073110+6345204            |Be*|02 07 31.1054505266 +63 45 20.463946806|     ~|     ~|     ~|     ~|     ~|B                   |   2|   0
7443|2MASS J02083759+6520282            |Be*|02 08 37.5921251716 +65 20 28.288613856|     ~|     ~|     ~|     ~|     ~|B                   |   2|   0
7444|2MASS J02100563+6311003            |Be*|02 10 05.6252047957 +63 11 00.322273435|     ~|     ~|     ~|     ~|     ~|B                   |   2|   0
7445|2MASS J02101105+6522302            |Be*|02 10 11.0560357702 +65 22 30.245151384|     ~|     ~|     ~|     ~|     ~|B                   |   2|   0
7446|2MASS J02115913+6156398            |Be*|02 11 59.1278307062 +61 56 39.847637086|     ~|     ~|     ~|     ~|     ~|B                   |   2|   0
7447|2MASS J02120203+6132303            |Be*|02 12 02.0259248664 +61 32 30.331707645|     ~|     ~|     ~|     ~|     ~|B                   |   2|   0
7448|2MASS J02132597+6220431            |Be*|02 13 25.9739094192 +62 20 43.103105656|     ~|     ~|     ~|     ~|     ~|B                   |   2|   0
7449|2MASS J02164740+6428130            |Be*|02 16 47.4066238463 +64 28 12.903154919|     ~|     ~|     ~|     ~|     ~|B                   |   2|   0
7450|2MASS J02174783+6434198            |Be*|02 17 47.8343254052 +64 34 19.806715589|     ~|     ~|     ~|     ~|     ~|B                   |   2|   0
7451|IPHAS J022107.83+625754.6          |Be*|02 21 07.817 +62 57 54.55              |     ~|     ~|     ~|     ~|     ~|B                   |   2|   0
7452|2MASS J02222277+6238418            |Be*|02 22 22.7874085573 +62 38 41.756098429|     ~|     ~|     ~|     ~|     ~|B                   |   2|   0
7453|2MASS J02282167+6412159            |Be*|02 28 21.6614153191 +64 12 15.825753486|     ~|     ~|     ~|     ~|     ~|B                   |   2|   0
7454|2MASS J02303510+6100059            |Be*|02 30 35.1092958289 +61 00 05.979336940|     ~|     ~|     ~|     ~|     ~|B                   |   2|   0
7455|2MASS J02320289+6410331            |Be*|02 32 02.8824379669 +64 10 33.192688289|     ~|     ~|     ~|     ~|     ~|B                   |   2|   0
7456|2MASS J02343980+6418134            |Be*|02 34 39.7973109506 +64 18 13.501001873|     ~|     ~|     ~|     ~|     ~|B                   |   2|   0
7457|2MASS J02353681+6252516            |Be*|02 35 36.8139847642 +62 52 51.689556625|     ~|     ~|     ~|     ~|     ~|B                   |   2|   0
7458|2MASS J02362919+6342457            |Be*|02 36 29.1900025400 +63 42 45.702544699|     ~|     ~|     ~|     ~|     ~|B                   |   2|   0
7459|2MASS J02375376+6204098            |Be*|02 37 53.7548275838 +62 04 09.811788722|     ~|     ~|     ~|     ~|     ~|B                   |   2|   0
7460|2MASS J02430559+6316147            |Be*|02 43 05.5955761907 +63 16 14.696299698|     ~|     ~|     ~|     ~|     ~|B                   |   2|   0
7461|2MASS J02445400+6356080            |Be*|02 44 53.9973828923 +63 56 07.994496499|     ~|     ~|     ~|     ~|     ~|B                   |   2|   0
7462|2MASS J02450953+6125234            |Be*|02 45 09.5297944942 +61 25 23.436129765|     ~|     ~|     ~|     ~|     ~|B                   |   2|   0
7463|2MASS J02475873+6301567            |Be*|02 47 58.7232764074 +63 01 56.768423020|     ~|     ~|     ~|     ~|     ~|B                   |   2|   0
7464|2MASS J02483803+6301529            |Be*|02 48 38.0331384577 +63 01 52.953400633|     ~|     ~|     ~|     ~|     ~|B                   |   2|   0
7465|2MASS J02491390+6310421            |Be*|02 49 13.9103710161 +63 10 42.111779268|     ~|     ~|     ~|     ~|     ~|B                   |   2|   0
7466|2MASS J03045125+5947590            |Be*|03 04 51.2484719636 +59 47 58.884307889|     ~|     ~|     ~|     ~|     ~|B                   |   2|   0
7467|2MASS J03062499+6143591            |Be*|03 06 24.9887173725 +61 43 59.045237157|     ~|     ~|     ~|     ~|     ~|B                   |   2|   0
7468|2MASS J03133328+6033070            |Be*|03 13 33.2735832671 +60 33 07.110334531|     ~|     ~|     ~|     ~|     ~|B                   |   2|   0
7469|IPHASX J190438.6+021424            |PN |19 04 38.67 +02 14 22.2                |     ~|     ~|     ~|     ~|     ~|B[e]                |   3|   0
7470|CRTS J073756.1+311647              |RR*|07 37 56.2565894187 +31 16 46.736034328|     ~|     ~|13.61 |     ~|     ~|sdB                 |   2|   0
7471|CRTS J082429.6+140041              |HS*|08 24 29.5941820744 +14 00 43.264384300|     ~|     ~|18.55 |     ~|     ~|sdB                 |   4|   0
7472|EC 20575-1423                      |HS*|21 00 17.4007230622 -14 11 24.591823339|15.47 |16.44 |16.70 |     ~|     ~|sdB                 |   5|   0
7473|GALEX J223913.4+181945             |HS*|22 39 13.6138204498 +18 19 46.210788474|     ~|     ~|14.08 |     ~|     ~|sdB                 |   5|   0
7474|PG 0948+187                        |HS*|09 50 55.2756110076 +18 26 15.359051637|     ~|16.8  |     ~|16.08 |     ~|sdB                 |   3|   0
7475|2MASS J01025180+0004366            |** |01 02 51.800 +00 04 36.69              |     ~|     ~|     ~|     ~|17.73 |sdB+M               |   0|   0
7476|PG 1610+239A                       |HS*|16 12 47.0202710480 +23 48 40.567858592|     ~|13.0  |     ~|13.27 |     ~|sdBO                |   2|   0
7477|SDSS J192059.78+372220.0           |HS*|19 20 59.7745395144 +37 22 20.019977086|     ~|     ~|     ~|     ~|     ~|sdB                 |   8|   0
7478|CRTS J225136.6-372117              |HS*|22 51 36.5113854008 -37 21 17.376286630|     ~|     ~|15.72 |     ~|     ~|sdB+F               |   3|   0
7479|CRTS J213553.0-415834              |RR?|21 35 52.9281723213 -41 58 34.821157049|15.90 |15.78 |14.94 |     ~|     ~|sdB                 |   3|   0
7480|EC 03501-3034                      |HS?|03 52 10.3324504343 -30 25 24.564860646|     ~|17.11 |     ~|17.34 |17.20 |sdB/DAB             |   3|   0
7481|[KKM2013] 7                        |*  |19 30 26.672 +18 52 37.04              |     ~|     ~|     ~|     ~|     ~|B                   |   1|   0
7482|SBSS 0759+610                      |HS*|08 03 38.9322454404 +60 53 44.195359341|     ~|17.4  |     ~|17.4  |     ~|sdB                 |   7|   0
7483|EC 00539-8141                      |HS*|00 54 47.4530222093 -81 25 25.817468620|14.82 |15.46 |15.15 |     ~|     ~|sdB+F               |   2|   0
7484|EC 01258-7842                      |HS*|01 26 25.5502605637 -78 26 28.204536873|15.39 |16.30 |16.30 |     ~|     ~|sdB+F               |   3|   0
7485|EC 01314-8544                      |HS*|01 28 28.6355151699 -85 29 14.530588475|14.73 |15.53 |15.63 |     ~|     ~|sdB                 |   3|   0
7486|EC 01403-8340                      |HS*|01 38 43.1573504793 -83 25 32.889022923|15.55 |16.06 |15.79 |     ~|     ~|sdB+F               |   2|   0
7487|EC 01512-7726                      |HB*|01 51 27.3 -77 11 25                   |15.83 |16.31 |16.43 |     ~|     ~|B                   |   1|   0
7488|EC 02268-8053                      |HS*|02 25 19.1215004246 -80 40 06.955688718|14.07 |15.04 |15.20 |     ~|     ~|sdB                 |   3|   0
7489|EC 02396-8215                      |HS*|02 37 05.4734876212 -82 02 57.514489189|15.87 |16.71 |16.72 |     ~|     ~|sdBe                |   3|   0
7490|EC 03030-8558                      |HS*|02 54 42.8909382459 -85 46 23.307645916|13.77 |14.30 |14.04 |     ~|     ~|sdB+F               |   2|   0
7491|EC 03205-8214                      |HS*|03 16 57.6847757491 -82 03 58.377497865|13.99 |15.07 |15.24 |     ~|     ~|sdB+F               |   3|   0
7492|EC 03211-8202                      |HB?|03 17 32.3068203571 -81 51 59.733400741|16.21 |16.58 |16.48 |     ~|     ~|B/sdB               |   2|   1
7493|EC 03332-8307                      |HS*|03 28 32.6949598953 -82 57 15.065939494|13.44 |14.39 |14.55 |     ~|     ~|sdB                 |   3|   0
7494|EC 03362-7313                      |HS*|03 35 47.4761825074 -73 03 42.725245900|15.65 |16.41 |16.62 |     ~|     ~|sdB                 |   2|   0
7495|EC 03379-8354                      |HS*|03 32 14.6110981060 -83 44 13.060613871|13.61 |14.21 |14.26 |     ~|     ~|sdB+F               |   3|   0
7496|EC 03471-8001                      |HS*|03 44 31.4237015449 -79 51 52.688066143|15.34 |15.81 |15.95 |     ~|     ~|sdB+F               |   2|   0
7497|EC 03482-8413                      |HS*|03 41 48.1462089485 -84 04 12.857537446|15.58 |16.47 |16.67 |     ~|     ~|sdB                 |   3|   0
7498|EC 03496-7742                      |HS*|03 47 57.9368708685 -77 32 57.977540817|16.02 |16.69 |16.27 |     ~|     ~|sdB+F               |   2|   0
7499|EC 03585-8313                      |HS?|03 53 07.1549558065 -83 05 22.242089388|15.51 |16.42 |16.57 |     ~|     ~|sdB/DA              |   3|   0
7500|EC 03595-8530                      |HS*|03 50 12.9417752413 -85 22 04.973112690|14.16 |14.63 |14.66 |     ~|     ~|sdB                 |   3|   0
7501|EC 04105-8618                      |HS*|03 58 17.8402589712 -86 10 02.879005597|15.50 |16.39 |16.45 |     ~|     ~|sdB                 |   3|   0
7502|EC 04112-7503                      |HS*|04 10 08.0680718660 -74 55 24.277766095|14.99 |15.70 |15.54 |16.15 |     ~|sdB+F?              |   3|   0
7503|EC 04119-1615                      |HS*|04 14 11.0561816196 -16 07 33.201620252|15.94 |16.74 |16.59 |     ~|     ~|sdB                 |   2|   0
7504|EC 04172-1504                      |HS*|04 19 35.3871365195 -14 57 20.211924166|14.56 |15.55 |15.76 |     ~|     ~|sdB                 |   3|   0
7505|EC 04178-1734                      |HS*|04 20 04.6553906323 -17 27 09.028673760|13.28 |14.20 |14.42 |     ~|     ~|sdB                 |   3|   0
7506|EC 04199-7402                      |HS*|04 19 01.6161681534 -73 55 06.289133152|15.66 |16.41 |16.43 |     ~|     ~|sdB+F?              |   3|   0
7507|EC 04207-8347                      |HS*|04 14 08.3151446163 -83 39 53.964533452|14.81 |15.41 |15.46 |     ~|     ~|sdB                 |   3|   0
7508|EC 04250-8533                      |HS*|04 14 49.0968140630 -85 26 32.263457563|14.20 |15.33 |15.52 |     ~|     ~|sdB                 |   3|   0
7509|EC 04258-1711                      |HS*|04 28 03.0127517789 -17 04 27.130838811|14.03 |15.13 |15.43 |     ~|     ~|sdB                 |   3|   0
7510|EC 04260-7232                      |HS*|04 25 24.7320938417 -72 25 54.862017867|15.92 |16.79 |16.65 |     ~|     ~|sdB                 |   3|   0
7511|EC 04271-1232                      |HS*|04 29 29.1171476473 -12 25 38.039400330|13.79 |14.21 |14.07 |     ~|     ~|sdB+F               |   3|   0
7512|EC 04280-1714                      |HS*|04 30 18.1814480758 -17 07 41.072243549|13.93 |14.75 |14.69 |     ~|     ~|sdB+F               |   3|   0
