['20:36:11.4880100024', '-14:15:24.513086385']: 1
['20:41:06.9806628393', '-31:58:58.252695107']: 2
['20:41:25.5695895399', '-28:06:14.833966146']: 2
['20:43:29.1924801845', '-60:31:42.520218298']: 1
['20:43:31.3874902933', '-45:10:26.575449965']: 4
['20:43:52.0706933671', '-44:46:07.497626139']: 2
['20:49:54.2647275240', '-69:36:30.814773266']: 3
['20:51:53.5268705728', '-55:07:34.401938974']: 1
['20:55:53.3298261644', '-54:13:08.950489792']: 1
['20:57:09.3600649724', '-52:39:54.622484295']: 1
['21:04:17.9136334584', '-27:11:43.476669068']: 2
['21:07:42.3950030316', '-13:18:22.476853341']: 1
['21:17:09.4638797223', '-70:01:04.246933025']: 2
['21:29:36.6255827951', '-69:20:39.626038064']: 2
['01:19:28.8779119058', '+49:01:09.382629971']: 1
['07:10:29.3617981846', '+23:33:22.543712061']: 1
['15:43:05.0422231267', '-39:18:14.606352567']: 1
['20:15:04.7874862110', '-40:05:44.113745580']: 1
['20:56:48.6332160235', '-45:24:38.742205815']: 3
['04:50:13.5217785460', '+17:42:06.198260640']: 1
['09:55:19.4682397330', '+51:36:59.015248395']: 1
['02:52:51.4860523189', '-69:22:33.773884668']: 2
['03:50:37.7057827510', '-69:20:57.257554729']: 2
['04:14:00.2365233713', '-31:54:43.465534121']: 2
['04:39:55.3443206242', '-50:43:46.603100568']: 1
['04:42:25.9364747469', '-32:06:00.829652418']: 2
['21:05:47.6109325704', '-32:49:51.850921598']: 1
['21:08:33.2550964560', '-39:58:03.739292148']: 1
['21:11:11.4631168493', '-48:02:56.768347168']: 1
['21:28:10.9696028842', '-57:19:16.252205472']: 1
['21:28:32.4094699484', '-23:06:48.838339834']: 1
['21:44:38.1889539438', '-36:31:47.315070412']: 1
['22:11:18.2848874934', '-15:16:16.695858022']: 1
['22:36:49.6186467263', '-68:22:20.241676987']: 3
['22:48:29.9925397634', '-68:11:40.113882972']: 3
['09:46:57.1085014215', '-50:12:16.083674391']: 1
['03:29:20.1478342743', '-36:04:34.785505733']: 1
['22:03:15.2850941934', '-21:39:52.248177776']: 1
['03:48:47.1712602450', '+82:02:34.736033929']: 1
['04:11:10.1569542207', '-00:48:48.195375836']: 1
['05:39:39.2221855239', '-28:33:30.600532074']: 1
['06:07:40.6564404046', '-19:51:30.746767945']: 1
['06:19:37.8997785132', '+34:30:31.631970148']: 1
['06:44:48.9289168120', '-60:24:37.293235990']: 1
['06:53:13.0793299549', '-66:59:50.555359205']: 1
['07:15:49.7002381815', '-54:07:56.619065003']: 1
['07:55:22.3364297787', '-13:40:30.831115458']: 1
['08:56:06.3039823322', '-17:03:24.007773076']: 2
['08:58:51.1112926764', '+02:10:12.949488427']: 1
['11:07:38.2458106257', '-37:42:13.325302703']: 1
['14:28:47.4634873243', '-01:31:20.209043032']: 1
['15:23:32.2894091830', '-18:17:26.129694203']: 1
['15:58:17.0786443383', '-79:37:19.933233722']: 1
['16:54:38.4580071096', '+03:18:47.384486335']: 2
['17:55:13.0692894730', '-62:22:25.535944522']: 1
['18:05:43.5009026142', '+46:33:10.021348228']: 1
['18:13:56.8283064831', '-65:27:47.413175341']: 1
['18:22:16.5091344392', '-48:49:19.402201517']: 1
['18:46:27.6232794825', '-44:58:56.177450574']: 1
['18:52:17.9997782346', '-21:47:50.649911143']: 1
['19:11:58.0811267919', '-26:27:12.127112907']: 1
['19:20:41.2149880455', '-28:29:40.274376025']: 1
['19:24:29.6166258454', '+53:05:54.190593382']: 1
['19:30:33.7989499125', '-40:07:54.267422256']: 1
['19:30:46.1302708265', '-30:49:59.409301222']: 1
['19:39:03.6890403542', '-19:41:26.632036547']: 1
['20:25:05.9103890702', '-08:04:18.180698521']: 1
['20:25:07.0380927544', '-03:34:01.426657841']: 1
['20:34:24.9259674627', '-09:55:36.208712401']: 1
['20:48:36.1817505606', '+19:32:43.626805188']: 1
['21:38:52.8462794214', '+18:40:15.752735671']: 1
['22:03:24.5230354166', '+37:49:49.730363812']: 1
['22:38:12.2581314730', '-56:34:51.270722015']: 1
['17:05:31.6556149045', '+74:20:59.882523462']: 1
['03:57:06.3507622329', '+36:28:29.461652110']: 1
['06:04:53.5025484808', '+09:28:03.087366964']: 1
['06:54:46.6341606908', '+24:49:26.922250501']: 1
['07:22:40.0168376465', '+09:13:54.538174535']: 1
['21:46:00.3103601965', '+37:21:19.814002492']: 1
